ID,Title,PublicationDate,Rating
34817,Аристарх Лентулов: «Я сразу смазал карту будня...»,1628775335,0.5
34762,Токсичные Мстители: рецензия на фильм «Отряд самоубийц: Миссия навылет»,1628503798,0.73
34674,«Мы уже приехали?»: рецензия на фильм «Круиз по джунглям»,1627979871,0.5
34611,Алексей Венецианов: певец крестьянской жизни,1627549986,0.5
34570,А потехе — час: рецензия на фильм «Время» М. Найта Шьямалана,1627283148,0.5
34517,Василий Перов: об униженных и оскорблённых,1626957239,0.5
34461,Папа и Ося здесь были: рецензия на фильм «Бендер: Золото империи»,1626619249,0.5
34410,Бронзино: маньеризм во всей красе,1626360758,0.5
34293,Василий Тропинин: «халатный» художник,1625733013,0.5
34204,Константин Горбатов: импрессионизм по-русски,1625132123,0.73
31581,KudaGo в Петербурге прошлого: дореволюционные рестораны с собственным садом,1624890715,0.5
34107,Музы Монпарнаса. Поиски свободы в Париже,1624524954,0.5
33927,Бартоломеус Шпрангер: последний вздох маньеризма,1622793659,0.5
33852,Игорь Грабарь: ловец лучезарности,1622105081,0.5
33272,Корреджо: первая ласточка барокко,1621582525,0.5
31332,KudaGo в Петербурге прошлого: куда сходить на Невском проспекте,1621500435,0.5
31071,KudaGo в Петербурге прошлого: 5 сохранившихся кафе Ленинграда,1621500385,0.73
30950,KudaGo в Петербурге прошлого: 5 сохранившихся дореволюционных ресторанов,1621500331,0.5
31003,KudaGo в Петербурге прошлого: 3 знаменитых ресторана Ленинграда,1621500189,0.5
31261,Архитектура Петербурга в деталях: доходные дома,1621500145,0.73
31198,Архитектура Петербурга в деталях: самые удивительные здания,1621500123,0.73
30738,Архитектура Петербурга в деталях: маскароны,1621500074,0.73
30699,Ленин-маяк, Вавилонская башня и крематорий в Лавре: проекты, которые хотели создать в Петербурге. Часть II,1621500031,0.5
33264,Петербургская архитектура в деталях: атланты и кариатиды,1621350719,0.95
33667,Гай Ричи — путеводитель по авторскому стилю главного хулигана британского кино,1619792761,0.73
33079,Александр Невский в искусстве,1619774100,0.5
33552,Ты, живущий: рецензия на фильм «Гунда»,1619012526,0.5
33103,Искусство Николая Фешина: живое и стремительное,1618578129,0.5
33419,Средневековый замок в центре Петербурга: доходный дом Розенштейна,1617968737,0.5
33417,Юрий Гагарин в советской живописи,1617968585,0.5
32840,Куинджи. Постигая тайну света,1617364047,0.73
33343,Франческо Айец: романтик и шифровальщик,1617363809,0.5
33308,Казино, гангстеры и Маленькая Италия — путеводитель по фильмографии Мартина Скорсезе,1617007968,0.5
30978,Прерафаэлиты: Ренессанс с привкусом модерна,1616601987,0.5
33228,Поэзия от мира кино — путеводитель по фильмографии Джима Джармуша,1616176860,0.98
33178,Борис Смирнов-Русецкий: в диалоге с космосом,1616156657,0.5
31408,KudaGo в Петербурге прошлого: история центральных универмагов,1615906652,0.5
31412,Край роскошных вилл: прогулка по Каменному острову,1615906646,1.0
32955,Паоло Веронезе: скандальный и гениальный,1615905408,0.5
32823,Нулевые. Музыкальные феномены десятилетия,1615904401,0.5
32826,Десятые. Музыкальные феномены десятилетия,1615904122,0.5
32838,Кацусика Хокусай: Япония с привкусом Европы,1615904035,0.5
32122,Пьер Боннар: последний проводник эстетики импрессионизма,1615903458,0.5
32348,Поль Гоген: открытки с Таити,1615903372,0.5
32377,Девяностые. Музыкальные феномены десятилетия,1615899611,0.5
31946,Тамара де Лемпицка: икона ар-деко,1615899514,0.5
31947,Юрий Пименов: поэт оттепели,1615899439,0.5
32031,Мэри Кэссетт: леди импрессионизма,1615899368,0.73
32203,Девяностые. Музыкальные феномены десятилетия в российской музыке,1615563807,0.73
31757,Уильям Тёрнер: повелитель стихий,1615563720,0.5
32188,KudaGo в Петербурге прошлого: дореволюционная кухня,1615559958,0.98
32199,Аллегория «Северной эклектики»: как изменился архитектурный облик Московского проспекта с приходом власти Советов?,1615559956,0.5
31934,Восьмидесятые. Музыкальные феномены десятилетия,1615558686,0.73
31470,Артемизия Джентилески: живопись и феминизм в XVII веке,1615558605,0.5
33130,Маленькая жизнь: рецензия на фильм «Земля кочевников»,1615543062,0.73
33132,Путеводитель по сказочной анимации Томма Мура,1615541780,0.88
32909,Жорж Сёра: от точки к образу,1615541106,0.5
32902,Десятые. Музыкальные феномены десятилетия,1615540577,0.73
31891,Семидесятые. Главные песни десятилетия в СССР,1615389587,0.88
31641,Нико Пиросмани: грузинский наив,1615389394,0.5
31396,Виктор Борисов-Мусатов: тоска по ушедшей эпохе,1615388579,0.5
31777,Семидесятые. Музыкальные феномены десятилетия,1615388475,0.73
31574,Шестидесятые. Музыкальные феномены десятилетия,1615388265,0.5
31756,Густав Климт: золото на кончике кисти,1615388104,0.5
31605,Шестидесятые. Невыносимая легкость бытия,1615387240,0.73
31322,Зинаида Серебрякова: пронзительная живопись,1615385041,0.5
31445,Пятидесятые. Музыкальные феномены СССР,1615384975,0.5
31273,Марк Шагал: художник, который давал людям крылья,1615288231,0.5
31418,Пятидесятые. Музыкальные феномены десятилетия,1615288216,0.73
33044,Михаил Врубель в 10 шедеврах,1614943177,0.5
33040,Диего Веласкес: искусство в кабаке и при дворе,1614943061,0.5
32825,«В „Персоне“… я достиг своего предела»: о главном шедевре Ингмара Бергмана,1612947045,0.5
32781,10 мест в Петербурге из творчества Александра Пушкина,1612517501,0.5
32780,10 фактов, которые помогут понять Альбрехта Дюрера,1612516927,0.73
32675,KudaGo в Петербурге прошлого: история общественного транспорта. От омнибуса до конки,1611913205,0.5
32705,Образ Петербурга в искусстве художников объединения «Мир искусства»,1611912811,0.73
32656,«Окна ТАСС»: не в бровь, а в глаз!,1611912739,0.5
32714,Нулевые. Главные песни десятилетия в российской музыке,1611912604,0.5
32349,Эль Греко: искусство, побеждающее смерть,1611290318,0.5
32508,KudaGo в Петербурге прошлого: на что тратились горожане в преддверии Рождества,1609400413,0.73
32520,Что скрывает улица Рубинштейна. Часть 1,1609400123,0.98
32121,Марк Ротко: когда цвет обретает голос,1609238822,0.73
